barang,358	
	
tidak,323	
	
saya,235	
	
dan,175	
	
sesuai,172	
	
nya,164	
	
bisa,161	
	
ada,137	
	
yang,121	
	
dikirim,114	
	
gak,110	
	
ini,108	
	
tapi,105	
	
sudah,95	
	
kecewa,89	
	
dengan,82	
	
kurang,75	
	
sangat,71	
	
produk,68	
	
sama,67	
	
warna,66	
	
beli,64	
	
baru,63	
	
kirim,63	
	
sampai,62	
	
lama,61	
	
pengiriman,61	
	
bagus,60	
	
rusak,60	
	
kualitas,54	
	
untuk,54	
	
mau,53	
	
juga,52	
	
udah,52	
	
penjual,51	
	
pakai,48	
	
tdk,48	
	
barangnya,46	
	
berfungsi,45	
	
gan,45	
	
jadi,44	
	
sekali,44	
	
dari,43	
	
karena,43	
	
aja,42	
	
padahal,42	
	
pesan,41	
	
gambar,40	
	
hari,40	
	
minta,40	
	
