barang,15772	
	
sesuai,11555	
	
cepat,8923	
	
dan,8125	
	
bagus,7629	
	
dengan,5692	
	
sudah,5677	
	
sampai,4640	
	
baik,4573	
	
pengiriman,4564	
	
terima,4284	
	
respon,3909	
	
gan,3803	
	
kasih,3432	
	
pesanan,3154	
	
produk,3123	
	
seller,3004	
	
mantap,2938	
	
diterima,2882	
	
deskripsi,2800	
	
nya,2593	
	
packing,2421	
	
thanks,2273	
	
saya,1980	
	
barangnya,1974	
	
kualitas,1856	
	
sangat,1799	
	
oke,1783	
	
harga,1755	
	
fast,1751	
	
berfungsi,1730	
	
rapi,1649	
	
terimakasih,1607	
	
semoga,1592	
	
gambar,1495	
	
yang,1469	
	
ada,1416	
	
awet,1409	
	
tapi,1394	
	
recommended,1358	
	
good,1337	
	
makasih,1331	
	
juga,1295	
	
banget,1263	
	
dgn,1259	
	
tidak,1246	
	
sdh,1234	
	
ini,1158	
	
bisa,1046	
	
sukses,976	
	
